unit_id,cycle,operating_condition,sensor_1,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_2,sensor_20,sensor_21,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9
synthetic-fleet-01-unit-0001,1,0,506.18429344461026,1.301731079846392,48.133991950505795,501.34891889626215,2380.0,8050.0,8.302628352414656,0.030221130216144018,395.83848501536903,2397.240078126714,100.48255785447621,636.2467471398053,38.03427377814908,23.986602299955678,1591.8783111561906,1437.1223812975777,14.0,21.544660036975927,560.0,2385.0405766495655,9020.584519140923
synthetic-fleet-01-unit-0001,2,0,521.0462345791711,1.3098596960982691,47.576475525889094,510.68570291474424,2400.0,8228.857894683386,8.46786146647083,0.02963785451671208,391.9092966242827,2400.0,102.0,625.4035636832192,38.919531171789316,22.957163831104467,1576.7494974063354,1435.1872390334456,14.410342052094569,21.96719171839333,554.2484294821943,2380.0,9233.29980962229
synthetic-fleet-01-unit-0001,3,0,533.0484890733899,1.285488703848114,47.324991323571496,518.074342922428,2399.5557482368217,8227.453522783548,8.300055997723751,0.029993035984875915,400.0,2400.0,100.4858130644495,642.8263212627947,38.97737283293531,23.359751337123875,1611.5685377862085,1396.8169514785345,14.69873755264646,21.218589210080577,554.6474670179139,2380.0,9250.0
synthetic-fleet-01-unit-0001,4,0,522.197443706182,1.3204966713846151,47.03027486828189,523.9716922872082,2380.0,8242.494079570259,8.409920807516551,0.030302894510066337,388.09361756477267,2380.0,100.0101870404897,638.0866767895831,39.35756441515336,23.213574289289923,1586.1196608054067,1376.9767954648069,14.704577249602488,21.713103953786046,549.0478608830703,2400.0,9055.875582825442
synthetic-fleet-01-unit-0001,5,0,518.8172349601639,1.3208878601589187,46.50004754721254,526.5513153519731,2400.0,8118.385163899716,8.409572888172207,0.030562415818192558,397.16161871265956,2380.0,100.22111741753456,659.1943264157923,38.62429121426254,23.486152550253433,1558.810615943376,1396.1441017551997,14.490246643689916,21.502481216897657,537.1300897722822,2394.091131459306,9023.297749453906
synthetic-fleet-01-unit-0001,6,0,530.5592845764189,1.2536876285847427,48.16594507029408,510.820206664179,2400.0,8089.998950089539,8.427158248436433,0.02957116680657915,384.57239182563086,2400.0,100.92425899766678,653.7420761282756,39.47282034806045,22.837019200959954,1650.0,1387.463143118279,14.683175880235204,21.711908873350282,544.581257392905,2380.0,9250.0
synthetic-fleet-01-unit-0001,7,0,527.1976055955985,1.3065678860568046,47.314279902394944,526.9306795919978,2380.0,8209.867719676553,8.460380047683563,0.030013775065374122,400.0,2400.0,101.40496076069371,636.4625557370877,38.54628635600363,22.928187630605922,1635.1386860945395,1437.1534518120015,14.654723068382726,22.0,560.0,2380.0,9209.136120013267
synthetic-fleet-01-unit-0001,8,0,507.16001066842904,1.3287124277418307,46.95475986989878,530.0,2400.0,8300.0,8.363558587083089,0.030103993754070187,394.81401872470667,2380.0,98.0,642.2992155487159,39.20366271084348,23.029428772327964,1571.8958932822243,1414.9064938571598,15.2,21.736054908790706,559.933435523348,2400.0,9046.221336854565
synthetic-fleet-01-unit-0001,9,0,522.0807107646401,1.3094881674788887,46.05188700887545,525.1352139561868,2400.0,8300.0,8.498955124319878,0.029579198602520045,390.27896053437547,2380.0021721731887,100.28522390659863,642.9844546160604,38.54169105784322,22.967896569724253,1633.4709536494956,1449.224776351603,14.558859324312806,21.93788432993827,560.0,2384.440761713475,9029.410939143896
synthetic-fleet-01-unit-0001,10,0,529.5297625002894,1.297484780761943,46.9979990622936,517.8049253226411,2380.0,8300.0,8.5193933605151,0.029296882620870927,399.07687887085217,2400.0,100.6152616565538,660.0,39.18227410071068,24.097029112778177,1599.7668578314174,1378.6646700417723,14.740447387246675,21.21975644916827,552.1516415508521,2400.0,9000.0
synthetic-fleet-01-unit-0001,11,0,514.2561898819073,1.3152377144102843,46.72273207189226,522.6561315002255,2380.0,8300.0,8.484701446994784,0.029826396691471465,400.0,2398.402131830426,102.0,635.6313366856643,39.210157881440274,23.65644376624854,1605.1827337432783,1399.2173547504526,14.721493014799076,22.0,554.9172914311441,2400.0,9000.0
